id,employer_id,title,job_type,description,application_link,renewed,status,created_at,updated_at,industry,employer_title
000b1063-b9cc-4671-b44f-7e53d830f3a6,fb3596db-4938-4096-b66f-fd33866bc11b,"Assistant Professor, Social Work",full_time,"<div>The Department of Social Work at Fort Hays State University is accepting applications for a nine- month tenure track Assistant Professor of Social Work. This is an on-campus position located on the Fort Hays State University campus in Hays, Kansas. FHSU and the Department of Social work are committed to building an inclusive environment and representative of our students and state, so we encourage people from underrepresented groups to apply.</div><div><br></div><div>Responsibilities:</div><div>Nine-month tenure track position with responsibilities in both the online Masters of Social Work Program (clinical specialization) and in the Bachelors of Social Work Program (face to face and online). Annual required teaching load equivalent to 24 undergraduate credit hours (18 graduate credit hours); providing service to the community, the profession, the department, the college, and the university; and engaging in scholarly activities.</div><div><br></div><div>Required Qualifications:</div><ul><li>An MSW from a CSWE accredited program and at least two years post-MSW social work practice.</li><li>A doctorate in social work or a closely related field.<ul><li>ABD will be considered.</li></ul></li><li>Commitments to diversity, culturally competent education, and working with rural communities.</li></ul><div><br></div><div>Preferred Qualifications:</div><ul><li>Teaching experience at a four-year institution of higher education.<ul><li>Experience teaching in a CSWE accredited program, and online teaching experience, are also preferred.</li></ul></li><li>Applicants are advised to obtain licensure as a Social Worker in Kansas (LMSW or LSCSW) to be successful in the tenure process.</li><li>Candidates who can bring a diversity of backgrounds and experiences to our community are especially encouraged to apply.</li></ul><div><br></div><div>Appointment Date: The position begins in August 2023. Review of applications will continue until the position is filled.</div><div><br></div><div>Benefits: FHSU offers a competitive salary and benefits package <a href=""http://www.fhsu.edu/humanresourceoffice/Prospective-Employees/"">http://www.fhsu.edu/humanresourceoffice/Prospective-Employees/</a></div><div><br></div><div>Application Process: To apply for this position, please visit <a href=""https://fhsu.wd1.myworkdayjobs.com/CAREERS"">https://fhsu.wd1.myworkdayjobs.com/CAREERS</a>. Only electronic applications submitted through the webpage will be accepted.</div><div><br></div><div>Apply and Send Credentials:</div><div>Applications should include a cover letter specifying how the applicant’s credentials match with the job description, a statement that describes your experiences working with students and staff from diverse backgrounds explaining how your experiences have reflected and formed your commitment to diversity, culturally competent education, and working with rural communities. &nbsp; Applicants should also submit a curriculum vita, a statement of teaching philosophy, a vision of scholarship and service, and contact information for three professional references. Applicant documents should be submitted in one PDF.</div><div><br></div><div>If you have questions regarding the position, please contact:</div><div>Tim Davis, Ph.D., LSCSW</div><div><a href=""mailto:todavis@fhsu.edu"">todavis@fhsu.edu</a></div><div>785-628-5395</div><div><br></div><div>About the Department of Social Work:</div><div>The Department of Social Work at Fort Hays State University offers a CSWE accredited Bachelors of Social Work degree on the main campus, in face-to-face outreach locations, and online. The Department also began offering an online clinically focused MSW Program in the Fall of 2020, which is currently going through the process of accreditation with CSWE. Our focus on training outstanding social work practitioners creates a rewarding environment that attracts professors who aspire to be outstanding mentors and teachers. Our expert faculty bring diverse practice experiences and active research agendas into the classroom, demonstrating to students how social work knowledge and skills apply to real-world challenges. Students benefit from a robust practice-oriented curriculum, with hands-on experiential learning, preparing them for a long and rewarding career in Social Work.</div><div><br></div><div>About the College of Health and Behavioral Sciences:</div><div>The College of Health and Behavioral Sciences is home to many challenging and exciting degree programs in the fields of allied health, communication sciences and disorders, health and human performance, nursing, psychology, and social work. With 80 full-time faculty serving nearly 2700 undergraduate and graduate students, the departments offer programs that prepare students for careers in some of the fastest-growing occupations in the United States. Outstanding facilities, comprehensive and demanding curricula, and a reputation for innovation and excellence in teaching provide a framework for graduates to excel in their chosen field. In addition, to discipline-specific coursework, students have numerous opportunities to gain experience and knowledge through research projects, field trips, service-learning activities, teaching apprenticeships, internships, and student exchange. Students develop skills and competencies that prepare them to be practitioners, scientists, health care providers, educators, managers, and policymakers destined for key roles in the health and behavioral sciences.</div><div><br></div><div>Community of Hays</div><div>FHSU is located in Hays, a vibrant college town of approximately 20,000, located halfway between Kansas City and Denver on Interstate 70. Hays is the regional center for education, health care, professional services, shopping, culture, and recreation for the western half of Kansas. The community boasts excellent recreational programs and facilities, including the comprehensive Center for Health Improvement, Hays Aquatic Park, Smoky Hill Country Club, Hays Municipal Golf Course, and extensive walking, running, and biking trails. Hays is within 45 minutes of two large lakes that offer great opportunities for boating, fishing, and camping. The Hays Municipal Airport provides connecting service to Denver with several flights daily. The Hays community is home to excellent Pre-K and K-12, public and private schools. With over 60 restaurants, major retail outlets, a low unemployment rate, and very short commute times, the city provides a safe, welcoming, low-cost, high-quality living environment for the residents who call ""Hays, America"" home.</div><div><br></div><div>Notice of Non-discrimination – Fort Hays State University is an Equal Opportunity Employer and does not discriminate on the basis of gender, race, religion, national origin, color, age, marital status, sexual orientation, genetic information, disability or veteran status.</div><div><br></div><div>Background Check: Final candidate will have consented to and successfully completed a criminal background check.</div><div><br></div><div>Notice to KPERS retirees applying for a position: Recent legislation changes working-after-retirement rules for both you and your employer if you go back to work for a KPERS employer. Please contact your KPERS representative or <a href=""http://www.kpers.org/"">www.kpers.org</a> for further information on how this might affect you.&nbsp;</div>",https://fhsu.wd1.myworkdayjobs.com/CAREERS,2023-01-09 18:19:38,archived,2022-10-20 23:08:12,2023-03-10 16:55:25,education,Fort Hays State University
0010f501-af86-40f2-924d-3644e3ce69ac,f7ee8027-ed44-4610-b4eb-97f346dc90da,Appointment/Treatment Coordinator,full_time,"<div>&nbsp;</div><div>We are a full-service dental practice looking out for our patients' Complete Health through the most thorough care available. Our team seeks to empower our patients and their families, coworkers, and friends. We are looking for a full-time Appointment/Treatment Coordinator.&nbsp; The ideal candidate is confident and committed to serving patients and connecting with them to deliver the best healthcare.&nbsp;<br><br></div><div>&nbsp;<br><br></div><div><strong>Primary responsibilities include but are not limited to: </strong><br><br></div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Patient Liaison—serving customers over the phone and in person, starting from when they first walk into our office.&nbsp;</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Schedule patient appointments for the Hygienists and Doctors.&nbsp;</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Review the diagnosed problem and treatment options with the patient. Answer questions and concerns, discuss financing options and make agreements concerning treatment, cost, and method of payment.&nbsp;</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Track all treatment presented using an Excel Treatment Tracker.&nbsp;</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Monitor the case acceptance ratio on all treatment plans presented.&nbsp;</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;If a patient has insurance, estimate their coverage, educate the patient on benefits and limitations of insurance, and collect investments.&nbsp;</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Being familiar with third-party financing options (e.g., CareCredit)&nbsp;<br><br></div><div>&nbsp;<br><br></div><div><strong>Work environment:</strong>&nbsp;<br><br></div><div>This job operates in a medical/clinical environment, which will require HIPAA training.&nbsp; This role routinely uses standard office equipment such as computers and phones. &nbsp;</div><div><strong>&nbsp;</strong></div><div><strong>Physical Demands</strong>&nbsp;</div><div>The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.&nbsp;</div><div>&nbsp;</div><div>The employee frequently is required to talk and hear; sit for long periods of time;&nbsp;</div><div>While performing the duties of this job, the employee is occasionally exposed to blood and blood-borne pathogens and/or physical risks, which will require OSHA training.&nbsp;</div><div>&nbsp;</div><div><strong>Position Type and Expected Hours of Work</strong>&nbsp;</div><div>This is a full-time position.&nbsp; Days and hours of work are Monday through Thursday, 7:30 a.m. to 5:30 p.m.&nbsp; Occasionally work is expected outside of these hours, for example continuing education and to meet minimum working days, etc. &nbsp;</div><div>&nbsp;</div><div><strong>Pay</strong> – Range 14.00/hour- 17.50/hour&nbsp;</div><div><strong>Benefits</strong> – Participation in a monthly bonus program, BCBS Health Insurance, Dental Benefits, Aflac offerings, Paid Uniforms, Professional Development, Paid Time Off, Paid Holidays.&nbsp;</div><div>&nbsp;</div><div>Required Education and Experience&nbsp;</div><ul><li>2 plus years of customer/patient experience&nbsp;</li><li>Experience with telephone, computers, and other office equipment.</li><li>High school diploma or equivalent&nbsp;</li></ul><div>&nbsp;Preferred Education and Experience&nbsp;</div><ul><li>2 plus years of full-time experience in a dental/medical office.</li><li>Knowledge and understanding of dental procedures, terminology, and techniques &nbsp;</li><li>Knowledge and understanding of Eaglesoft Practice Management Software and Microsoft suite. &nbsp;</li></ul><div>&nbsp;How to Apply: Please e-mail cover letter, resume, and contact information for 3 professional references to <a href=""mailto:amanda@lifetimedentalcare.com"">amanda@lifetimedentalcare.com</a> with the subject line “Appointment/Treatment Coordinator”&nbsp;</div>",,2021-12-20 18:45:20,active,2021-12-20 18:45:20,2021-12-20 18:45:20,healthcare-socialassistance,Lifetime Dental Care
00337877-ff7f-4a4e-bd12-43a3cdaa6516,ba447495-7cbc-45f4-b32e-1ae042253f71,"Teacher Assistant- Full-Time, Early Childhood Connections",full_time,"<div><strong>Qualifications:</strong>&nbsp; &nbsp; &nbsp;Must have a high school diploma or equivalency.&nbsp; Prefer candidates with experience working with young children.</div><div><strong>&nbsp;</strong></div><div><strong>Hours:</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 7.75 hours M-Th, 5.5 hours F</div><div><strong>&nbsp;</strong></div><div><strong>Starting salary:</strong>&nbsp; &nbsp; $11.49 per hour&nbsp;</div><div><strong>&nbsp;</strong></div><div><strong>Beginning date:</strong>&nbsp; August 2021</div><div><strong>&nbsp;</strong></div><div><strong>Closing date for application:</strong>&nbsp; &nbsp; Open until filled<br><br><br><strong>Early Childhood Connections Teacher Assistant Job Description</strong></div><div><strong>&nbsp;</strong></div><div><strong>General Function</strong>: To assist teacher and share responsibilities to ensure a well-managed center.&nbsp;</div><div>&nbsp;</div><div><strong>Typical Duties and Responsibilities</strong>:&nbsp;</div><div>1. Engages and supports children and families to enhance life skills.&nbsp;</div><div>• Establishes and maintains rapport with families which is open, honest and caring.&nbsp;</div><div>• Attends and assists with parent meetings.&nbsp;</div><div>• Participates in and assists with Parent Conferences as appropriate.&nbsp;</div><div>• Models skills which promote healthy environments for children.&nbsp;</div><div>• Assists families in meeting goals including health requirements.&nbsp;</div><div>&nbsp;</div><div>2. Assists in developing and implementing the current education curriculum.&nbsp;</div><div>• Works with teacher to plan individual child goals and activities.&nbsp;</div><div>• Participates in on-going child assessment.&nbsp;</div><div>• Works with the teacher to organize the environment to support children’s development.&nbsp;</div><div>• Supports children’s learning in every area of the classroom and outdoors.&nbsp;</div><div>• Participates in team teaching possibilities.&nbsp;</div><div>• Works with individual children, implementing lesson plans and activities to meet IPP and IEP goals and objectives.&nbsp;</div><div>&nbsp;</div><div>3. Provides a safe and healthy learning environment.&nbsp;</div><div>• Follows staffing pattern as assigned by teacher to ensure children’s safety.&nbsp;</div><div>• Performs cleaning and organizing duties as assigned.&nbsp;</div><div>• Assists teacher in providing positive guidance to children.&nbsp;</div><div>• Promotes preventative wellness.&nbsp;</div><div>&nbsp;</div><div>4. Maintains an open communication system.&nbsp;</div><div>• Participates openly in Center Team Meetings.&nbsp;</div><div>• Practices open communication with staff, families, and volunteers.&nbsp;</div><div>• Participates in school wide activities.&nbsp;</div><div>&nbsp;</div><div>5. Promotes and respects the Code of Ethical Conduct as set forth by NAEYC.&nbsp;</div><div>• Maintains a professional manner and appearance at all times.&nbsp;</div><div>• Insures confidentiality&nbsp;</div><div>• Adheres to a mandatory reporting policy for child abuse and neglect.&nbsp;</div><div>&nbsp;</div><div>6. Completes all other duties as assigned.&nbsp;</div><div>&nbsp;</div><div><strong>Scope of position</strong>:&nbsp;</div><div>Reports to the teacher. Receives moderate supervision from teacher and central office staff. Supervises children and volunteers. Works with 1-8 staff members and volunteers. Position requires decisions regarding duties and responsibilities. Moderate decisions need to be made related to children and families. Assumes supervision of the classroom during the absence of the teacher. Ongoing staff development is an integral part of the position.&nbsp;</div><div>&nbsp;</div><div><strong>Knowledge, skills, and technical ability</strong>:&nbsp;</div><div>Must have a High School Diploma or General Education Degree. Prefer candidates with experience working with young children.&nbsp;</div><div>&nbsp;</div><div><strong>Willing to certify:&nbsp;</strong></div><div>• CPR&nbsp;</div><div>• First Aid&nbsp;</div><div>• Child Development Associates Credential (CDA)&nbsp;</div><div>&nbsp;</div><div><strong>Must pass prior to starting position:&nbsp;</strong></div><div>• TB Skin Test&nbsp;</div><div>• Kansas Bureau of Investigation background check&nbsp;</div><div>• Physical Exam&nbsp;</div><div>&nbsp;</div><div><strong>Physical Requirements:&nbsp;</strong></div><div>• Frequent lifting of 10-25 lbs.&nbsp;</div><div>• Occasional lifting &amp; moving of 50 lbs.&nbsp;</div><div>• Bending, squatting, and kneeling occur frequently on a daily basis&nbsp;</div><div>• Fine manipulation occurs frequently&nbsp;</div><div>&nbsp;</div><div><strong>Requires</strong>:&nbsp;</div><div>• Good communication skills including oral, written, and listening.&nbsp;</div><div>• Interpersonal skills working with children, volunteers, families and community members.&nbsp;</div><div>• Ability to make good decisions.&nbsp;</div><div>• Willingness to work a flexible schedule.&nbsp;</div><div>• Willingness to work as a team player.&nbsp;</div><div>• Must have a valid driver’s license and reliable means of transportation.&nbsp;</div><div>&nbsp;</div><div><strong>Working conditions</strong>:&nbsp;</div><div>Assistants work 98% of the time in the classroom. Conditions include a high noise level and a fast-paced schedule. About 2% of the time is spent working with families or in the community. Must be able to lift, move and handle up to 50 pounds. Position requires much physical activity interacting with children and requires the ability to work in a noisy environment. Office space may be shared with other staff. Compensation: Based on the USD 489 Paraprofessional Salary Schedule and benefit package. Compensation will be provided for non-district days worked.</div><div>&nbsp;</div><div><strong>Compensation</strong>:</div><div>&nbsp;</div><div>Based on the USD 489 Paraprofessional Salary Schedule and benefit package.&nbsp; Compensation will be provided for non-district days worked.</div><div><strong>&nbsp;</strong></div>",https://www.applitrack.com/haysusd489/onlineapp/,2021-04-16 20:01:25,archived,2021-04-16 20:01:25,2023-09-13 14:51:55,education,USD 489
00394f3f-c5c8-42cf-b739-9669eea501c3,f73a254b-8a97-4078-8905-af3bc5d879cc,LTC - Restorative Aide,full_time,"<div>Trego County Lemke Memorial Hospital - <strong>Long Term Care</strong> is looking for&nbsp; full-time&nbsp; <strong>RESTORATIVE AIDE.</strong></div><ul><li>Full-time</li><li>8 hour shifts 7am – 3pm</li><li>Rotating weekends</li></ul><div><strong>Position Overview&nbsp;</strong></div><div>Provides restorative care as well as direct and indirect resident care activities under the direction of an RN or LPN/LVN. Assists residents with activities of daily living and provides for personal care and comfort. Assists in the maintenance of a safe and clean environment for an assigned group of residents.</div><div><strong>RESPONSIBILITIES</strong></div><ul><li>Provides active and passive range of motion following directions from Physical Therapy indicated on the Restorative evaluation forms.</li><li>Provides strengthening exercises – active and passive – as directed on the Restorative Evaluation Forms.</li><li>Provides general nursing care such as positioning residents, lifting and turning residents, applying/utilizing special equipment, assisting in use of bedpan or commode, and ambulating the residents</li><li>Performs all aspects of resident care in an environment that optimizes resident safety and reduces the likelihood of medical/health care errors.</li><li>Treats residents and their families with respect and dignity.</li><li>Participates in socialization activities.</li><li><strong>QUALIFICATIONS</strong></li><li>Current State of Kansas Certified Nurse Aide (CNA)</li><li>CPR certification</li><li>Successful completion of a Restorative Nursing Care course.</li></ul><div><strong>INSTRUCTIONS ON HOW TO APPLY:</strong></div><div>Our application must be completed to be considered for this position. Please send application, resume, education, licensure/certifications (if applicable) to Human Resources, 320 N. 13th St., WaKeeney, KS 67672. They may also be dropped off at the hospital business office, emailed to hr@tclmh.org or faxed to (785) 743-6317. To request an application by mail or email, please email or call (785) 743-2182. <strong>&nbsp;Applications also available on our website: www.tclmh.org&nbsp;</strong></div><div>******************</div><div>Salary commensurate with education and experience. We offer a negotiable nationally competitive salary and excellent benefits.</div><div>We are a progressive CAH hospital with in-patient, swing bed, out-patient, home health, assisted living, long-term care, and clinic services.</div><div>Candidates must be energetic, possess strong leadership skills, willing to work as a team, have a positive attitude, friendly and compassionate toward patients.</div><div>For hospital information: www.tclmh.org</div><div>For community information: www.tregocountyks.com</div><div>TCLMH is an Equal Opportunity Provider/Employer (EOE) and a tobacco free campus</div>",http://www.tclmh.org/careers/career-opportunities,2020-09-01 13:11:15,archived,2020-08-05 20:38:27,2020-09-03 17:00:07,healthcare-socialassistance,Trego County Hospital
0039eb38-2f6a-4585-8dc4-98be7f817057,d02b0cd4-0b9a-401a-93e6-67ef89d21d85,Service Manager,full_time,"<div><strong>Position Title:</strong>&nbsp; Service Manager</div><div><strong>Reports to:</strong>&nbsp; Store Manager</div><div><strong>Location: </strong>Ellsworth, Kansas</div><div><strong>Employee Status:</strong>&nbsp; Full Time - Permanent&nbsp;</div><div>&nbsp;</div><div><strong>Purpose:</strong></div><div>The Service Manager provides leadership and assumes accountability for the people they manage, and the performance of their service operations.&nbsp; Responsible for financial and operational results for the department, adhering to company values and policies, and promoting satisfaction of all stakeholders including employees and customers.</div><div><strong>Job Responsibilities (ranked in significance):</strong></div><ul><li><strong>Company Values:</strong>&nbsp; Ensures all company values are adhered to and promoted.</li><li><strong>Financial Objectives:&nbsp; </strong>Achieves the objectives for the service department- revenue, margin and expenses.</li><li><strong>Operational Objectives:</strong>&nbsp; Manages operational objectives for the department, including work in process, warranty, training, and efficiency objectives. Organizes job scheduling for the most efficient performance of the department.&nbsp; Ensure all paperwork is completed in a timely and accurate manner.</li><li><strong>Employee Performance and Development</strong>:&nbsp; Responsible for effectively managing and motivating all service personnel including individual performance / developmental plans, efficiency targets and good work habits.</li><li><strong>Trucking Operations</strong>: Responsible for the efficiency and safety of trucking operations, including scheduling.</li><li><strong>Employee Satisfaction:</strong>&nbsp; Ensures high level of employee satisfaction.</li><li><strong>Customer Satisfaction:</strong>&nbsp; Ensures high level of customer satisfaction.</li><li><strong>Retail Operations:</strong>&nbsp; Ensures location is staffed appropriately.</li><li><strong>Personal Development:</strong>&nbsp; Stay current with education of new products.</li><li><strong>Administration:&nbsp; </strong>Ensures all corporate policies and procedures are followed.</li><li><strong>Marketing:</strong>&nbsp; Helps Sell KanEquip Service to the local market.</li><li><strong>Facility Management / Safety:</strong>&nbsp; Ensures the service department is kept clean and orderly</li><li><strong>Communications:</strong>&nbsp; Ensures good communication with all location personnel, particularly technicians, service writers, salespeople, parts personnel.</li><li><strong>Requirements:</strong></li><li>Minimum 5 years well rounded experience in a service department, preferably in an agricultural dealership.</li><li>Appropriate vocational education required; degree and certifications preferred.</li><li>Previous people management experience highly preferred</li><li>Ability to professionally lead, develop, and motivate others</li><li>Solid diagnostic and problem solving skills required</li><li>Strong communication and interpersonal skills with customers and employees required.</li><li>Expertise with computer systems, including MS office and internet-based applications</li><li>Ability to work extended hours during the week and on weekends</li><li>Ability to travel to company meetings and training events as needed</li><li>Acceptable Motor Vehicle status, with current driver’s license, and ability to operate motor vehicle</li></ul><div><strong><em>Benefits:</em></strong></div><ul><li>Medical/Dental/ Vision Coverage</li><li>Life and Disability Insurances</li><li>AFLAC</li><li>Flexible Spending Account or Health Savings Plan</li><li>401K Match and Profit Sharing</li><li>Uniforms</li><li>Paid time off and paid holidays</li><li>Company Provided Training</li><li>Wellness plan</li></ul><div><br>&nbsp;</div>",https://www.kanequip.com/careers/,2024-12-30 19:40:08,active,2024-12-30 19:40:08,2024-12-30 19:40:08,agriculture,KanEquip Inc.
005a2ef3-add6-432c-a026-bd737f5b5129,b8419796-7244-4858-8ae1-acbf7b5cb56a,Swimming Lessons Instructor (PRN),part_time,"<div><strong>Overview<br></strong><br>Under the supervision of the Aquatics/Group Fitness Manager, independently instructs Private Red Cross Swimming Lessons to children and adults in the aquatic center at The Center for Health Improvement.<br><strong><br>Position Summary<br></strong><br></div><h1><ul><li>Prepares for class by having proper equipment available and ready.</li><li>Instructs swimming lessons including Infant and Preschool Aquatics Program (IPAP) and Levels I, II, III and IV to all age levels; makes recommendations to students/parents as appropriate for student to practice skills.</li><li>Prepares mental or written lesson plans; executes lesson plans as appropriate for physical level of class participants; modifies lesson plans as necessary to avoid injury and meets the needs of each participant; selects appropriate activities for the specific class being taught and be able to modify as necessary; and selects appropriate equipment to achieve goals of daily lesson plans (kick boards, toys and floatation devices); assists with the coordination of class times and contacts student/parent prior to scheduled session time; and assists with program development.</li><li>Returns all equipment to proper storage area; ensures all equipment is in proper working order; removes any non-functioning equipment and reports appropriately.</li><li>Verbalizes and writes communication to membership regarding components of swimming lessons; reports any lack of attendance in swimming lessons; clearly and appropriately communicates to members, staff and all internal and external customers; and actively listens and clearly communicates to all members to ensure understanding of expectations; communicates completion of class and appropriately records information in compliance with the American Red Cross guidelines.&nbsp;</li></ul></h1><div><br>HaysMed is an Equal Opportunity Employer.&nbsp;</div>",https://careers-haysmed.icims.com/jobs/28791/water-safety-instructor-private-lessons-%28flat-rate%29/job,2023-10-16 21:43:44,archived,2022-04-13 16:53:34,2024-03-18 20:21:42,healthcare-socialassistance,HaysMed
00633641-a6f4-49e6-ab02-21b9b516578d,f0e40342-25a7-4047-b6bd-021ce5b6940e,Warehouse Assistant,full_time,"<div><br>Glassman Corporation is accepting applications for a Warehouse Assistant. This position is required to work Monday through Friday. Full Time. A valid DL is required to apply!&nbsp; Prior experience in warehouse and inventory control is preferred. Computer skills required. Physical demands of the job do require lifting, standing and bending daily. &nbsp; Applicants must be 18 or older.&nbsp; Pre Employment Drug Testing is required.&nbsp;<br><br></div><div><strong><br>Benefits:<br></strong><br></div><ul><li>Blue Cross Blue Shield of Kansas Medical Insurance</li><li>Additional Insurances such as Dental, Disability and Life Insurance available</li><li>401k with Safe Harbor Match</li><li>Paid Holidays and PTO</li><li>Uniforms</li></ul><div><br>Glassman Corporation participates in E-Verify and is an Equal Opportunity Employer.<br><br></div><div>To Apply visit <a href=""https://url.emailprotection.link/?bDI8sV9_qy3KRDORGQ2KIswUtQeUZZlzHD3yUHpxQColIGdSZL3qM6EOWhVkto9vPhNNj5tROAWMlgj7dgJoYQg~~"">www.glassmancorp.com/careers</a> or visit your local KS Workforce Center.&nbsp;<br><br><br></div>",www.glassmancorp.com/careers,2022-02-07 17:14:29,archived,2021-10-13 19:52:25,2022-03-11 16:45:33,construction-naturalgas-oil,GLASSMAN CORPORATION
006584fa-ccbe-4d77-8387-01fb386a9c13,b57016b1-91e5-4896-a672-0886ef4dd057,Network Technician- Southwest KS,full_time,"<div>Nex-Tech is a broadband and technology company that connects thousands of people and businesses through a robust fiber network. We deliver the highest quality Internet, with speeds up to 1 Gig, streaming TV, home security, and local and long-distance phone service. Nex-Tech also provides an array of enterprise solutions including cloud services, Hosted PBX, network security, managed IT, physical security and surveillance, advertising solutions, and network operations monitoring to business clients nationwide. Nex-Tech focuses on providing our customers the best technology and support with the best people and has been doing so for more than 70 years.<br><br></div><div>Our Network Technician will work directly with our managed services customers to help meet their IT needs. The right candidate will be one who enjoys getting to know their customers, understand their business and how IT helps move forward, and working independently. Daily tasks will include system administration duties including server installation, system/application installation and patch management, Windows issue resolution, log analysis and others. Configures, tests, and maintains LAN/WAN equipment and services including switches, routers, firewalls, and VPN. The employee will also provide on-site and telephone technical support for Nex-Tech customers.<br><br></div><div><strong>Knowledge, Skills, and Abilities:<br></strong><br></div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Knowledge of computer technology and its associated lingo.</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Knowledge of diagnostic testing software and troubleshooting procedures.</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Ability to read, analyze, and interpret computer reports and printouts.</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Ability to communicate with customers, co-workers, and various business contacts in a courteous and professional manner.<br><br></div><div><strong>Education and Experience:<br></strong><br></div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;High school diploma plus a minimum of one year experience in computer/peripheral and network support.&nbsp;</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;A+ certification or Network+ certification or equivalent required.</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Must possess a Kansas Driver's license.</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;This position requires completion of a background check.<br><br></div><div><strong>We Offer:<br></strong><br></div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Consistent Training and Mentoring</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Great Work Environment</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Health Insurance Options, including Company HSA Contribution</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Paid Vacation and Sick Leave</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Savings Plan Options, with Company Match</div><div>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Competitive Wages and Profit-Sharing Bonus<br><br></div><div>&nbsp;<br><br></div><div>Interested applicants may submit an online application at <a href=""http://www.nex-tech.com/careers"">www.nex-tech.com/careers</a> and send a current resume and cover letter to <a href=""mailto:jobapplications@nex-tech.com"">jobapplications@nex-tech.com</a>.<br><br></div><div><strong>Nex-Tech is an equal opportunity provider and employer.<br></strong><br></div>",https://www.nex-tech.com/about/careers.aspx,2022-07-05 19:08:20,inactive,2022-05-04 14:46:21,2022-07-08 21:24:11,it-computer,"Nex-Tech Communications, LLC"
0075b8fd-0f06-4d7d-a78d-e2c2cfa525be,ba447495-7cbc-45f4-b32e-1ae042253f71, Assistant Volleyball Coach - Hays High School,full_time,"<div>To make application, apply online: https://usd489.applicantportal.com QUALIFICATIONS: Must have a high school diploma or GED and have general knowledge of the sport. HOURS: Seasonal, 20-30 hours/week, weekends and evenings are required. SALARY: To be determined upon knowledge and experience. BEGINNING DATE: August 2020 CLOSING DATE: Open until filled POSITION CONTACT: Lance Krannawitter Hays High School lancekrannawitter@usd489.com 785-623-2600</div>",https://usd489.applicantportal.com,2021-07-19 14:25:35,archived,2020-05-03 21:44:44,2023-03-20 14:21:25,null,USD 489
0082be1a-dfec-47f9-a676-642ec3706954,3a953fc4-cf44-4c48-9b53-8c6f6484676f,Adjunct Instructor - English Composition and/or Public Speaking,part_time,"<div>&nbsp;<strong><em>LOCATION: HAYS<br></em></strong><br></div><div>North Central Kansas Technical College is seeking an adjunct instructor for the Hays campus. Duties include direct instruction for two to three courses per semester in English Composition and/or Public Speaking depending on qualifications.&nbsp; Responsibilities include:<br><br></div><ul><li>Preparing course content, activities and assignments consistent with the course syllabus</li><li>Utilizing appropriate teaching and learning strategies to reach all students</li><li>Meeting the needs of diverse learners</li><li>Creating a positive learning environment</li></ul><div>A master’s degree within the discipline or a master’s degree with a minimum of 18 graduate credit hours within the discipline is preferred.&nbsp; Position will begin August 2024.&nbsp; Applications will be accepted until a qualified applicant is selected.<br><br></div><div>Applicants shall include a cover letter, resume, unofficial transcripts, and contact information for three professional references.&nbsp; Applicants must <a href=""https://ncktc.bamboohr.com/jobs""><strong>apply online</strong></a>.<br><br></div><div>Questions should be directed to <a href=""https://ncktc.edu/careers/powersports-instructor/lhanel@ncktc.edu""><strong>Lois Hanel</strong></a>, Search Liaison, at lhanel@ncktc.edu or 785-738-9060.&nbsp; Position open until filled.<br><br></div><div>NCK Technical College is an EOE/AAE&nbsp;<br><br></div>",https://ncktc.bamboohr.com/jobs/,2024-08-05 13:04:58,active,2024-07-17 18:29:07,2024-08-05 13:05:07,education,Fort Hays Tech | North Central
